,0
982,¿CUÁLES SON LAS CAUSAS DEL ESTRÉS? ❌
983,EL MÉTODO DE VALIDACIÓN DE EUGE OLLER 🗣️
984,¿Qué Cenamos en NAVIDAD?
985,EL EQUILIBRIO ENTRE EL TRABAJO Y LA VIDA PERSONAL ⚖️
986,¿POR QUÉ ES IMPORTANTE DORMIR BIEN? 😴
987,EL ESTRÉS: LA MUERTE SILENCIOSA 💀
988,"Especial ÚLTIMO CAPÍTULO 2023, Amigo Invisible y Propósitos 2024 #013"
989,ADOBE CANCELA LA COMPRA DE FIGMA 🚫
990,Blackview Tab 80 Review
991,PLASMA 6 DEVLOG: December Edition!
992,Nextcloud RoundCube & Hub 7: Teaching FOSS a Lesson!
993,Why WINDOWS is SO MUCH BETTER in the EU
994,How's Plasma 6 Going? feat. Michael Horn
995,Did YOUTUBE really break EU LAWS with AD-BLOCKER DETECTION?
996,"""eIDAS"" would allow EU STATES to SPY on all INTERNET TRAFFIC!"
997,This Threat to Free Software is Worse than I Thought...
998,GNOME is (Gradually!) Dropping X11
999,In Defense of Framework 16
1000,THUNDERBIRD: the SUCCESS STORY of LINUX!
1001,What has VALVE (Steam) done for LINUX and KDE?
1002,"I Made 4 New Plasma 6 Features: Overview, New Floating Panels, New Panel Settings, 2D Gestures!"
1003,We have to SAVE LINUX from BAD LEGISLATION!
1004,Your car DOES NOT spy on your SEXUAL ACTIVITY!
1005,The Linux Desktop At The End of 2023 ...
1006,I'm Done With Windows ...
1007,Why YOU Should Backup Your Data!
1008,The Best Of KDE Plasma And Gnome ...
1009,This Is A Game Changer ...
1010,KDE Plasma is ... (feat. @niccoloveslinux)
1011,The Better Photoshop Alternative?
1012,Audio is Coming To Linux!
1013,The Good And Bad of KDE Plasma ...
1014,This Could Be Bad ...
1015,What Is Happening??
1016,Gaming On Linux Revisited ...
1017,8 Things That Windows Still Does Better Than Linux ...
1018,8 Things Which Linux Does Better Than Windows ...
1019,Does It Even Matter?
1020,"Linux Mint 21.3 ""Virginia"" BETA RELEASED with MIND BLOWING Features! - See What's New! (2024)"
1021,KDE Plasma 6 FIRST LOOK! Here's Everything They Changed! (NEW)
1022,Alma Linux 9.3 Review : The ULTIMATE Linux Titan Reborn! (EPIC COMEBACK)
1023,Ultramarine Linux: The ULTIMATE Fedora Evolution That You Need To Try! (Fedora Twin)
1024,Ubuntu 23.10 Vs Fedora 39 - The ULTIMATE Linux Distro Battle! (2023)
1025,I Tried LMDE 6 and It BLEW MY MIND - Here's Why! (EXCLUSIVE)
1026,Inside Kubuntu 23.10 - The Hidden Gem in the World of Linux Distros! (EXCLUSIVE)
1027,Nitrux Linux Review | THIS is Ubuntu's Parallel Universe Twin! (NEW)
1028,Fedora 39 RELEASED! Here's Everything They Changed! (NEW)
1029,Ubuntu 23.10 FIRST LOOK! Here's Everything They Changed! (NEW)
1030,"Manjaro 23 ""Uranos"" Review | The Next BIG Thing in Linux!"
1031,Bodhi Linux 7.0 RELEASED! THIS is The Fastest Linux Distro of 2023🚀! DistroFocus Ep:1 (NEW)
1032,Linux Mint Vs MX Linux : The Linux Question Everyone's Asking! (NEW)
1033,Rhino Linux: A NEW Trailblazing Linux Distro with NEXT-GEN Features! (NEW DISTRO ALERT)
1034,Zorin OS 16.3 Released: The Ultimate Linux Distro Just Got a MAJOR Upgrade! (NEW)
1035,2023 Finance Rewind - AI and Bank Collapses
1036,Investment Analyst Reacts to Investing TikToks - Holiday Special
1037,Is Wall Street REALLY Buying Up All the Homes?
1038,Another Crypto Exchange Founder Guilty - CZ's Charges Explained
1039,The Ridiculous Rise and Fall of WeWork
1040,Live Birthday Q&A Stream # 3
1041,Live Birthday Q&A Stream # 3
1042,Investment Analyst Explains: Dumb Money
1043,Dividends Are Irrelevant (Sort Of...)
1044,What Rising Treasury Yields Mean for the Economy
1045,The Canadian Housing Crisis Explained
1046,Addressing the Blackrock/Vanguard Situation
1047,Evergrande Files Chapter 15 Bankruptcy Protection - The State of Chinese Real Estate
1048,Investment Analyst Explains: The Big Short
1049,"No, Blackrock and Vanguard don’t secretly control everything..."
1050,BlackRock Will Seize Your House in 2024
1051,15 Ways Jewish Billionaires Make Money With Debt
1052,Why There Are So Many Jewish Billionaires - What Banks Don’t Want You To Know
1053,This is Why the stock market hasn’t crashed Yet - What BlackRock Doesn't Want You To Know
1054,"China's Economy Is Collapsing, And Its Far Worse Than You Expect"
1055,Saudi Arabia is about to disappear #shorts
1056,Do These 5 Things NOW To Get Rich in 2024
1057,the real reason why jews are so rich #shorts
1058,Putin vs Jews #shorts
1059,why are there so many jewish billionaires  #shorts
1060,Why Are There so many Jewish Billionaires
1061,Why Biden is afraid of Trump #shorts
1062,Bill gates just lost $500 Billion #shorts
1063,foreign aid is literally a scam #shorts
1064,china just gave up #shorts
1065,"Pre-Market Prep Tuesday| Market Prep Show | January 2, 2024"
1066,MARA + Crypto Stock Charts
1067,Will the Balance Setup Work Again? - Swing Report Update
1068,Crypto Charts Into 2024!
1069,Are you investing or trading in crypto? 🤔💼
1070,Cannabis + Psychedelic Stocks 2024
1071,Let's talk 2024 Goals 🚀
1072,Time For Consolidation?
1073,Crypto Stocks Accelerate
1074,"Pre-Market Prep Wednesday | Market Prep Show | December 27, 2023"
1075,Bulls Keep Grinding
1076,LTC Bulls Finally Get a Turn?
1077,"Pre-Market Prep Tuesday (I think) | Market Prep Show | December 26, 2023"
1078,"This is what HAPPENS, if you get complacent! 😏"
1079,This Setup is a Gift That Keeps Giving - Swing Report Update
1080,Picking a Complete Stock Portfolio for 2024 (In a Single Session)
1081,THE WEALTHY GARDENER - SUMMARY (BY JOHN SOFORIC)
1082,Which One of These Popular Stocks Would I Buy?
1083,Revealing My Index-Beating Portfolio (Patreon)
1084,MARGIN OF SAFETY SUMMARY (BY SETH KLARMAN)
1085,"How to Invest Your First $1,000 (Benjamin’s Story)"
1086,100 TO 1 IN THE STOCK MARKET (BY THOMAS PHELPS)
1087,"How Benjamin Graham Made His First $1,000,000"
1088,Why You Can Beat the Investment Professionals (a Wall Street story)
1089,Why Some Stocks are Cheap & Others Expensive
1090,"RICHER, WISER, HAPPIER (BY WILLIAM GREEN)"
1091,Value Investing Explained in 5 Levels of Difficulty
1092,Warren Buffett: 12 Mistakes Every Investor Makes
1093,The Story of the Great Bear of Wall Street
1094,THE AUTOMATIC MILLIONAIRE SUMMARY (BY DAVID BACH)
1095,La Hipoteca Fija en España⁠
1096,¿Hay oportunidades de Inversión?
1097,¿El Russell 2000 Seguirá avanzando?
1098,¿Cómo es la Proyección del Russell 2000?
1099,¿Debes eliminar el Riesgo de Recesión?
1100,¿Qué ha sucedido en los Mercados en 2023? Y mis predicciones para 2024
1101,¿Quién baja Más?📈
1102,Análisis del Russell 2000
1103,No te Rindas❗️⁠
1104,La Limitaciones de la Mente te las Pones Tú⁠
1105,El proceso de Aterrizar en un Planeador ✈️⁠
1106,Las Vistas desde un Planeador ⁠
1107,Momento antes de Volar por primera vez en Planeador
1108,Primer  contacto con el planeador adaptado
1109,El Russell 2000 Da Señales Alcistas (Posible Oportunidad)
1110,Where To Invest 2024
1111,Bad Santa Rally?
1112,Ramin & Damien Talk Money - Christmas Special
1113,Economic & Stock Market Risks 2024
1114,Bank of England Interest Rate Decision December 2023 - My Take
1115,Fed FOMC Meeting December 2023 - My Take
1116,Are Money Market Funds Safe?
1117,Investing & The Global Economy - Live Q&A
1118,Vanguard UK Release New Funds & Why I’ve Changed My Portfolio
1119,Bond Funds - What You Need To Know
1120,The Autumn Statement 2023 - My Take
1121,Richest Country In The World
1122,The Truth About UK inflation
1123,Global Economic Outlook 2024
1124,Investing & The Global Economy - Live Q&A
